,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
247,0.624,Unspecified,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,2,210,Non Job-Seekers
248,0.92,Other,No relevent experience,Part time course,High School,No Major,6,50-99,Funded Startup,1,54,Non Job-Seekers
249,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,44,Non Job-Seekers
250,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,>4,47,Non Job-Seekers
251,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,74,Non Job-Seekers
252,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,8,Job-Seekers
253,0.624,Unspecified,No relevent experience,Full time course,Graduate,STEM,7,No company,No company,never,20,Job-Seekers
254,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,162,Non Job-Seekers
255,0.893,Unspecified,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,110,Non Job-Seekers
256,0.762,Other,Has relevent experience,Part time course,High School,No Major,3,10/49,Pvt Ltd,1,262,Non Job-Seekers
257,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,1,6,Non Job-Seekers
258,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Pvt Ltd,1,19,Job-Seekers
259,0.6659999999999999,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,23,Job-Seekers
261,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Missing,>4,134,Non Job-Seekers
262,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Early Stage Startup,1,40,Non Job-Seekers
263,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,11,Non Job-Seekers
264,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Missing,Missing,3,102,Non Job-Seekers
265,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,No company,No company,never,100,Non Job-Seekers
266,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,never,30,Non Job-Seekers
267,0.92,Unspecified,No relevent experience,no_enrollment,High School,No Major,5,Missing,Missing,1,20,Job-Seekers
268,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,4,Non Job-Seekers
269,0.91,Unspecified,No relevent experience,no_enrollment,Primary School,No Major,5,No company,No company,never,15,Non Job-Seekers
270,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Missing,Missing,1,14,Job-Seekers
271,0.923,Male,No relevent experience,no_enrollment,Primary School,No Major,1,Missing,Pvt Ltd,never,103,Non Job-Seekers
272,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,2,40,Non Job-Seekers
273,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-499,Pvt Ltd,2,27,Non Job-Seekers
274,0.926,Male,No relevent experience,no_enrollment,High School,No Major,10,100-499,Pvt Ltd,>4,46,Non Job-Seekers
275,0.926,Male,Has relevent experience,no_enrollment,High School,No Major,7,50-99,Pvt Ltd,>4,110,Non Job-Seekers
276,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,Non Job-Seekers
277,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,57,Non Job-Seekers
278,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,Missing,Missing,1,240,Non Job-Seekers
279,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,42,Non Job-Seekers
280,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Missing,Missing,1,16,Job-Seekers
281,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40,Job-Seekers
282,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-499,Funded Startup,2,94,Non Job-Seekers
283,0.794,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,160,Non Job-Seekers
284,0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,10/49,Early Stage Startup,1,25,Non Job-Seekers
285,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,11,Non Job-Seekers
286,0.878,Unspecified,Has relevent experience,no_enrollment,High School,No Major,<1,100-499,Pvt Ltd,1,29,Non Job-Seekers
287,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,23,Non Job-Seekers
288,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,113,Non Job-Seekers
289,0.754,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,15,Missing,Missing,2,56,Non Job-Seekers
290,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,39,Job-Seekers
291,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,20,Non Job-Seekers
292,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,Non Job-Seekers
293,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,56,Non Job-Seekers
294,0.555,Unspecified,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,106,Non Job-Seekers
295,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,64,Non Job-Seekers
296,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51,Non Job-Seekers
297,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,41,Non Job-Seekers
298,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,20,100-499,Pvt Ltd,>4,150,Non Job-Seekers
299,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,320,Non Job-Seekers
300,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,No company,No company,never,20,Non Job-Seekers
302,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,74,Non Job-Seekers
303,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Missing,Public Sector,1,129,Job-Seekers
304,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,1,42,Non Job-Seekers
305,0.913,Unspecified,No relevent experience,no_enrollment,High School,No Major,2,100-499,Pvt Ltd,never,58,Non Job-Seekers
306,0.92,Male,No relevent experience,Full time course,High School,No Major,3,Missing,Missing,1,126,Job-Seekers
307,0.92,Unspecified,No relevent experience,no_enrollment,High School,No Major,4,Missing,Missing,1,45,Job-Seekers
308,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,166,Non Job-Seekers
309,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,110,Non Job-Seekers
310,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Missing,Missing,1,37,Non Job-Seekers
311,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,2,Missing,Missing,1,95,Job-Seekers
312,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,29,Job-Seekers
313,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,Non Job-Seekers
314,0.743,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,97,Non Job-Seekers
315,0.926,Male,No relevent experience,no_enrollment,Primary School,No Major,3,No company,No company,never,16,Non Job-Seekers
316,0.92,Male,No relevent experience,no_enrollment,Primary School,No Major,4,No company,No company,never,14,Non Job-Seekers
317,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-499,Pvt Ltd,>4,206,Non Job-Seekers
318,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,204,Non Job-Seekers
319,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,116,Non Job-Seekers
320,0.804,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,16,100-499,Pvt Ltd,4,161,Non Job-Seekers
321,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,25,Job-Seekers
322,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,Non Job-Seekers
323,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,16,Non Job-Seekers
324,0.698,Male,Has relevent experience,Full time course,Masters,STEM,15,Missing,Missing,1,100,Non Job-Seekers
325,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,107,Non Job-Seekers
326,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,Missing,Missing,1,17,Non Job-Seekers
327,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,140,Non Job-Seekers
328,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,75,Non Job-Seekers
329,0.939,Unspecified,Has relevent experience,no_enrollment,High School,No Major,6,Missing,Missing,1,59,Non Job-Seekers
330,0.899,Unspecified,Has relevent experience,no_enrollment,High School,No Major,6,50-99,Missing,1,146,Non Job-Seekers
332,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-499,Pvt Ltd,2,42,Job-Seekers
333,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,No Major,14,Missing,Pvt Ltd,1,131,Non Job-Seekers
334,0.698,Unspecified,Has relevent experience,Part time course,High School,No Major,9,Missing,Missing,4,74,Non Job-Seekers
335,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,Non Job-Seekers
336,0.804,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,3,No company,No company,never,53,Job-Seekers
337,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,143,Non Job-Seekers
338,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,Non Job-Seekers
339,0.92,Male,Has relevent experience,no_enrollment,High School,No Major,11,500-999,Pvt Ltd,1,7,Non Job-Seekers
340,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,182,Non Job-Seekers
341,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,Non Job-Seekers
342,0.887,Male,Has relevent experience,no_enrollment,High School,No Major,2,50-99,Public Sector,1,82,Non Job-Seekers
344,0.924,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,94,Non Job-Seekers
345,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Missing,2,60,Job-Seekers
346,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-499,Pvt Ltd,4,124,Non Job-Seekers
347,0.6890000000000001,Unspecified,No relevent experience,no_enrollment,Primary School,No Major,2,Missing,Missing,2,46,Non Job-Seekers
348,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,Missing,NGO,2,57,Job-Seekers
349,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,Non Job-Seekers
350,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,101,Non Job-Seekers
351,0.698,Male,No relevent experience,no_enrollment,Primary School,No Major,3,Missing,Pvt Ltd,never,31,Non Job-Seekers
352,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,36,Non Job-Seekers
353,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,Missing,Missing,4,198,Non Job-Seekers
354,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,31,Non Job-Seekers
356,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,Non Job-Seekers
357,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Missing,Missing,>4,26,Job-Seekers
358,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,Non Job-Seekers
359,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Missing,Missing,>4,8,Job-Seekers
360,0.91,Male,Has relevent experience,no_enrollment,High School,No Major,>20,100-499,Pvt Ltd,>4,38,Non Job-Seekers
361,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,Missing,Missing,2,8,Non Job-Seekers
362,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,Job-Seekers
363,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-499,Funded Startup,>4,51,Non Job-Seekers
364,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,Non Job-Seekers
365,0.926,Male,Has relevent experience,Full time course,High School,No Major,7,Missing,Missing,1,17,Non Job-Seekers
367,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,19,Non Job-Seekers
368,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,Job-Seekers
369,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,Non Job-Seekers
370,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Missing,Missing,>4,23,Job-Seekers
371,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,38,Non Job-Seekers
372,0.624,Unspecified,No relevent experience,Full time course,Masters,STEM,4,No company,No company,never,46,Job-Seekers
373,0.804,Unspecified,No relevent experience,Full time course,Graduate,Business Degree,<1,No company,No company,never,214,Non Job-Seekers
374,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,Non Job-Seekers
375,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,No company,No company,never,22,Job-Seekers
376,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-499,Pvt Ltd,2,65,Non Job-Seekers
377,0.92,Unspecified,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,Non Job-Seekers
378,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,Non Job-Seekers
379,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,52,Job-Seekers
380,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,14,Missing,Missing,>4,21,Non Job-Seekers
381,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,Non Job-Seekers
382,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,Missing,Missing,4,288,Job-Seekers
383,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,53,Non Job-Seekers
384,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Missing,1,60,Non Job-Seekers
385,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,>4,178,Non Job-Seekers
386,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,Non Job-Seekers
387,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,Missing,Missing,1,62,Non Job-Seekers
388,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Missing,1,35,Non Job-Seekers
389,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-499,Pvt Ltd,>4,106,Non Job-Seekers
390,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,58,Non Job-Seekers
393,0.92,Unspecified,Has relevent experience,no_enrollment,High School,No Major,18,10000+,Pvt Ltd,1,80,Non Job-Seekers
394,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,Non Job-Seekers
395,0.895,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,1,25,Non Job-Seekers
396,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,Non Job-Seekers
397,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,Non Job-Seekers
398,0.55,Unspecified,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,55,Job-Seekers
400,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,Non Job-Seekers
401,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,Non Job-Seekers
402,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,Non Job-Seekers
403,0.887,Male,Has relevent experience,no_enrollment,High School,No Major,>20,100-499,Pvt Ltd,1,47,Non Job-Seekers
404,0.855,Male,No relevent experience,Full time course,Graduate,STEM,12,Missing,Missing,4,47,Non Job-Seekers
406,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,198,Job-Seekers
407,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,Non Job-Seekers
408,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,Job-Seekers
409,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,100-499,Public Sector,3,96,Non Job-Seekers
410,0.624,Male,No relevent experience,no_enrollment,High School,No Major,2,Missing,Pvt Ltd,never,306,Non Job-Seekers
411,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,Non Job-Seekers
412,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,1,48,Non Job-Seekers
413,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,98,Job-Seekers
414,0.926,Unspecified,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,46,Non Job-Seekers
415,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,53,Job-Seekers
416,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,Non Job-Seekers
417,0.92,Unspecified,No relevent experience,Full time course,Graduate,STEM,4,Missing,Missing,1,76,Non Job-Seekers
418,0.92,Male,No relevent experience,no_enrollment,Primary School,No Major,1,No company,No company,never,43,Non Job-Seekers
419,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,Non Job-Seekers
420,0.855,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,5,Missing,Missing,1,54,Non Job-Seekers
421,0.767,Unspecified,Has relevent experience,Full time course,Masters,STEM,8,10/49,Pvt Ltd,1,7,Non Job-Seekers
422,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,Missing,Missing,2,322,Job-Seekers
424,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,Non Job-Seekers
425,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,53,Non Job-Seekers
426,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,161,Non Job-Seekers
427,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,11,Non Job-Seekers
428,0.8270000000000001,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Public Sector,2,6,Non Job-Seekers
429,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Missing,1,72,Job-Seekers
430,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,Non Job-Seekers
431,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,Non Job-Seekers
